VendorId,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,fare_amount,extra,tip_amount,improvement_surcharge,total_amount
6,2024-01-11T12:01:10.000,2024-01-11T13:01:43.000,,6.55,46.56,0.0,0.0,0.3,47.36
6,2024-01-11T13:01:07.000,2024-01-11T14:01:52.000,,15.79,68.71,0.0,0.0,0.3,69.51
6,2024-01-11T14:01:19.000,2024-01-11T14:01:19.000,,5.78,45.2,0.0,0.0,0.3,46.0
6,2024-01-11T15:01:48.000,2024-01-11T16:01:44.000,,21.23,100.73,0.0,0.0,0.3,101.53
6,2024-01-11T15:01:46.000,2024-01-11T16:01:35.000,,12.09,59.55,0.5,0.0,0.3,60.35
6,2024-01-11T15:01:30.000,2024-01-11T16:01:21.000,,19.54,64.66,0.0,0.0,0.3,65.46
6,2024-01-11T16:01:20.000,2024-01-11T17:01:40.000,,14.76,83.12,0.0,0.0,0.3,83.92
6,2024-01-11T16:01:03.000,2024-01-11T17:01:25.000,,16.0,71.67,0.0,0.0,0.3,72.47
6,2024-01-11T16:01:59.000,2024-01-11T17:01:42.000,,20.43,74.31,0.0,0.0,0.3,75.11
6,2024-01-11T17:01:11.000,2024-01-11T18:01:19.000,,14.02,71.28,0.0,0.0,0.3,72.08
6,2024-01-11T17:01:23.000,2024-01-11T18:01:04.000,,13.84,78.22,0.0,0.0,0.3,79.02
6,2024-01-11T17:01:53.000,2024-01-11T18:01:55.000,,17.61,41.53,0.0,0.0,0.3,42.33
6,2024-01-11T17:01:36.000,2024-01-11T18:01:58.000,,21.56,93.31,0.0,0.0,0.3,94.11
6,2024-01-11T17:01:02.000,2024-01-11T17:01:38.000,,5.69,43.74,0.0,0.0,0.3,44.54
6,2024-01-11T17:01:40.000,2024-01-11T18:01:42.000,,14.2,46.65,0.0,0.0,0.3,47.45
6,2024-01-11T17:01:28.000,2024-01-11T18:01:24.000,,19.62,87.57,0.0,0.0,0.3,88.37
6,2024-01-11T17:01:42.000,2024-01-11T18:01:43.000,,13.25,59.98,0.0,0.0,0.3,60.78
6,2024-01-11T17:01:39.000,2024-01-11T18:01:52.000,,17.03,48.81,0.0,0.0,0.3,49.61
6,2024-01-11T21:01:25.000,2024-01-11T21:01:53.000,,10.01,36.22,0.0,0.0,0.3,37.02
6,2024-01-12T06:01:54.000,2024-01-12T07:01:08.000,,6.37,24.49,0.0,0.0,0.3,25.29
6,2024-01-12T07:01:09.000,2024-01-12T07:01:59.000,,4.58,21.2,0.0,0.0,0.3,22.0
6,2024-01-12T09:01:59.000,2024-01-12T10:01:51.000,,16.25,51.62,0.0,0.0,0.3,52.42
6,2024-01-12T09:01:12.000,2024-01-12T10:01:04.000,,10.34,50.48,0.0,0.0,0.3,51.28
6,2024-01-12T11:01:16.000,2024-01-12T11:01:15.000,,7.2,39.2,0.5,0.0,0.3,40.0
6,2024-01-12T11:01:00.000,2024-01-12T12:01:37.000,,3.29,21.2,0.5,0.0,0.3,22.0
6,2024-01-12T12:01:06.000,2024-01-12T13:01:08.000,,21.82,65.48,0.0,0.0,0.3,66.28
6,2024-01-12T14:01:08.000,2024-01-12T14:01:14.000,,17.27,71.66,0.0,0.0,0.3,72.46
6,2024-01-12T14:01:45.000,2024-01-12T15:01:38.000,,10.51,55.2,0.0,0.0,0.3,56.0
6,2024-01-12T15:01:31.000,2024-01-12T16:01:51.000,,18.78,76.2,0.0,0.0,0.3,77.0
6,2024-01-12T15:01:50.000,2024-01-12T16:01:15.000,,14.92,66.2,0.0,0.0,0.3,67.0
6,2024-01-12T17:01:41.000,2024-01-12T18:01:59.000,,15.66,93.69,0.0,0.0,0.3,94.49
6,2024-01-12T19:01:40.000,2024-01-12T19:01:14.000,,19.07,60.99,0.0,0.0,0.3,61.79
6,2024-01-13T07:01:08.000,2024-01-13T08:01:34.000,,8.97,29.96,0.0,0.0,0.3,30.76
6,2024-01-13T12:01:01.000,2024-01-13T13:01:13.000,,17.22,53.59,0.0,0.0,0.3,54.39
6,2024-01-13T15:01:16.000,2024-01-13T16:01:36.000,,14.35,48.95,0.0,0.0,0.3,49.75
6,2024-01-13T17:01:03.000,2024-01-13T17:01:03.000,,22.78,62.63,0.0,0.0,0.3,63.43
6,2024-01-13T17:01:25.000,2024-01-13T18:01:52.000,,15.28,42.45,0.0,0.0,0.3,43.25
6,2024-01-14T09:01:29.000,2024-01-14T10:01:06.000,,10.73,34.83,0.0,0.0,0.3,35.63
6,2024-01-14T10:01:30.000,2024-01-14T10:01:19.000,,6.45,24.0,0.5,0.0,0.3,24.8
6,2024-01-14T15:01:21.000,2024-01-14T16:01:58.000,,6.59,23.6,0.0,0.0,0.3,24.4
6,2024-01-14T16:01:55.000,2024-01-14T17:01:15.000,,7.68,32.93,0.0,0.0,0.3,33.73
6,2024-01-15T00:01:55.000,2024-01-15T00:01:20.000,,17.38,64.2,0.0,0.0,0.3,65.0
6,2024-01-15T00:01:27.000,2024-01-15T01:01:23.000,,20.71,64.2,0.0,0.0,0.3,65.0
6,2024-01-15T09:01:41.000,2024-01-15T10:01:51.000,,5.78,21.85,0.0,0.0,0.3,22.65
6,2024-01-15T12:01:14.000,2024-01-15T13:01:39.000,,2.98,15.51,0.0,0.0,0.3,16.31
6,2024-01-15T13:01:59.000,2024-01-15T14:01:36.000,,9.0,32.4,0.0,0.0,0.3,33.2
6,2024-01-15T16:01:15.000,2024-01-15T17:01:07.000,,10.47,53.67,0.0,0.0,0.3,54.47
6,2024-01-15T18:01:11.000,2024-01-15T19:01:26.000,,13.72,42.05,0.0,0.0,0.3,42.85
6,2024-01-15T18:01:52.000,2024-01-15T20:01:14.000,,12.4,46.79,0.0,0.0,0.3,47.59
6,2024-01-15T18:01:58.000,2024-01-15T19:01:23.000,,18.59,61.52,0.0,0.0,0.3,62.32
6,2024-01-15T19:01:00.000,2024-01-15T20:01:44.000,,9.33,35.26,0.0,0.0,0.3,36.06
6,2024-01-16T00:01:35.000,2024-01-16T00:01:29.000,,6.79,23.28,0.0,0.0,0.3,24.08
6,2024-01-16T07:01:27.000,2024-01-16T08:01:40.000,,21.63,74.8,0.0,0.0,0.3,75.6
6,2024-01-16T07:01:08.000,2024-01-16T08:01:10.000,,5.92,31.06,0.0,0.0,0.3,31.86
6,2024-01-16T10:01:42.000,2024-01-16T11:01:48.000,,7.37,35.5,0.0,0.0,0.3,36.3
6,2024-01-16T13:01:15.000,2024-01-16T13:01:56.000,,6.84,52.2,0.0,0.0,0.3,53.0
6,2024-01-16T14:01:53.000,2024-01-16T14:01:23.000,,4.82,19.9,0.0,0.0,0.3,20.7
6,2024-01-16T15:01:49.000,2024-01-16T15:01:18.000,,11.08,42.96,0.0,0.0,0.3,43.76
6,2024-01-16T15:01:01.000,2024-01-16T16:01:22.000,,12.2,53.11,0.0,0.0,0.3,53.91
6,2024-01-16T15:01:47.000,2024-01-16T16:01:37.000,,3.87,21.57,0.0,0.0,0.3,22.37
6,2024-01-16T15:01:34.000,2024-01-16T15:01:15.000,,0.51,15.2,0.0,0.0,0.3,16.0
6,2024-01-16T16:01:38.000,2024-01-16T16:01:37.000,,7.86,33.2,0.0,0.0,0.3,34.0
6,2024-01-16T16:01:35.000,2024-01-16T17:01:18.000,,13.42,34.2,0.0,0.0,0.3,35.0
6,2024-01-16T17:01:43.000,2024-01-16T17:01:44.000,,0.34,15.2,0.0,0.0,0.3,16.0
6,2024-01-16T17:01:47.000,2024-01-16T18:01:44.000,,13.51,50.76,0.0,0.0,0.3,51.56
6,2024-01-16T18:01:57.000,2024-01-16T19:01:09.000,,12.72,40.64,0.0,0.0,0.3,41.44
6,2024-01-16T20:01:53.000,2024-01-16T20:01:27.000,,12.19,44.84,0.0,0.0,0.3,45.64
6,2024-01-17T02:01:18.000,2024-01-17T03:01:19.000,,10.28,33.0,0.0,0.0,0.3,33.8
6,2024-01-17T06:01:16.000,2024-01-17T07:01:16.000,,18.62,50.16,0.5,0.0,0.3,50.96
6,2024-01-17T06:01:28.000,2024-01-17T07:01:12.000,,18.26,31.21,0.5,0.0,0.3,32.01
6,2024-01-17T06:01:38.000,2024-01-17T07:01:59.000,,7.21,36.2,0.5,0.0,0.3,37.0
6,2024-01-17T07:01:10.000,2024-01-17T08:01:44.000,,17.17,65.52,0.0,0.0,0.3,66.32
6,2024-01-17T08:01:44.000,2024-01-17T09:01:30.000,,7.42,34.37,0.0,0.0,0.3,35.17
6,2024-01-17T09:01:12.000,2024-01-17T11:01:06.000,,17.08,61.19,0.0,0.0,0.3,61.99
6,2024-01-17T10:01:57.000,2024-01-17T10:01:00.000,,13.16,31.61,0.0,0.0,0.3,32.41
6,2024-01-17T11:01:12.000,2024-01-17T12:01:31.000,,22.79,69.24,0.0,0.0,0.3,70.04
6,2024-01-17T11:01:02.000,2024-01-17T13:01:53.000,,28.2,82.87,0.0,0.0,0.3,83.67
6,2024-01-17T14:01:23.000,2024-01-17T15:01:16.000,,7.85,55.69,0.0,0.0,0.3,56.49
6,2024-01-17T15:01:26.000,2024-01-17T16:01:19.000,,14.2,79.4,0.0,0.0,0.3,80.2
6,2024-01-17T15:01:07.000,2024-01-17T16:01:51.000,,7.61,24.44,0.0,0.0,0.3,25.24
6,2024-01-17T16:01:00.000,2024-01-17T17:01:14.000,,6.68,36.92,0.0,0.0,0.3,37.72
6,2024-01-17T17:01:20.000,2024-01-17T18:01:22.000,,11.95,45.56,0.0,0.0,0.3,46.36
6,2024-01-17T17:01:02.000,2024-01-17T18:01:56.000,,23.94,76.27,0.0,0.0,0.3,77.07
6,2024-01-17T17:01:01.000,2024-01-17T19:01:22.000,,16.64,73.17,0.0,0.0,0.3,73.97
6,2024-01-17T17:01:31.000,2024-01-17T19:01:56.000,,14.84,44.85,0.0,0.0,0.3,45.65
6,2024-01-17T17:01:51.000,2024-01-17T18:01:54.000,,5.77,35.2,0.0,0.0,0.3,36.0
6,2024-01-17T18:01:33.000,2024-01-17T19:01:06.000,,17.12,58.85,0.0,0.0,0.3,59.65
6,2024-01-17T19:01:18.000,2024-01-17T20:01:00.000,,16.96,54.2,0.5,0.0,0.3,55.0
